index,GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
82,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE116,Other circulatory diseases,,,,,10.8,10.84087,,,,,
83,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE117,Respiratory diseases,,,,,31.7,31.69259,,,,,
84,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE132,Gynecological diseases,,,,,0.3,0.25583,,,,,
85,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE134,Musculoskeletal diseases,,,,,4.1,4.10383,,,,,
86,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE141,Neural tube defects,,,,,0.4,0.39521,,,,,
87,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE159,Other unintentional injuries,,,,,4.5,4.53999,,,,,
88,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE160,Intentional injuries,,,,,7.0,6.98124,,,,,
89,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE161,Self-harm,,,,,1.4,1.37842,,,,,
90,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000.0,2000,,WPR,2000,2000,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE162,Interpersonal violence,,,,,4.3,4.30604,,,,,
91,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE016,Tetanus,,,,,0.4,0.36657,,,,,
92,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE017,Meningitis,,,,,5.9,5.86156,,,,,
93,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE018,Encephalitis,,,,,0.5,0.52927,,,,,
94,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE019,Acute hepatitis B,,,,,1.8,1.83440,,,,,
95,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE033,Intestinal nematode infections,,,,,0.1,0.10598,,,,,
96,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE037,Other infectious diseases,,,,,11.1,11.06187,,,,,
97,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE038,Respiratory infections,,,,,108.2,108.22282,,,,,
98,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE039,Lower respiratory infections,,,,,108.2,108.15361,,,,,
99,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE064,Stomach cancer,,,,,2.8,2.83591,,,,,
100,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE065,Colon and rectum cancers,,,,,11.9,11.92917,,,,,
101,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE066,Liver cancer,,,,,10.3,10.31340,,,,,
102,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE067,Pancreas cancer,,,,,2.2,2.24681,,,,,
103,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE080,Diabetes mellitus,,,,,63.4,63.39873,,,,,
104,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE081,"Endocrine, blood, immune disorders",,,,,12.7,12.71411,,,,,
105,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE082,Mental and behavioral disorders,,,,,1.9,1.94819,,,,,
106,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE094,Neurological conditions,,,,,6.2,6.22519,,,,,
107,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE095,Alzheimer's disease and other dementias,,,,,1.5,1.46204,,,,,
108,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE118,Chronic obstructive pulmonary disease,,,,,36.0,35.95526,,,,,
109,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE119,Asthma,,,,,22.3,22.26647,,,,,
110,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE120,Other respiratory diseases,,,,,2.5,2.48956,,,,,
111,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE121,Digestive diseases,,,,,42.2,42.23390,,,,,
112,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE142,Cleft lip and cleft palate,,,,,0.1,0.05697,,,,,
113,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE143,Down's syndrome,,,,,0.2,0.23465,,,,,
114,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE144,Congenital heart anomalies,,,,,5.5,5.53167,,,,,
115,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE145,Other chromosomal anomalies,,,,,0.1,0.05681,,,,,
116,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE162,Interpersonal violence,,,,,18.7,18.69781,,,,,
117,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,BTSX,Both sexes,,GHE163,Collective violence and legal intervention,,,,,0.7,0.68202,,,,,
118,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE000,All Causes,,,,,1259.3,1259.25917,,,,,
119,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE001,Communicable & other Group I,,,,,274.1,274.11348,,,,,
120,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE002,Infectious and parasitic diseases,,,,,114.9,114.92619,,,,,
121,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE020,Acute hepatitis C,,,,,0.3,0.27899,,,,,
122,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE021,Parasitic and vector diseases,,,,,3.2,3.19373,,,,,
123,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE022,Malaria,,,,,0.2,0.15531,,,,,
124,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE023,Trypanosomiasis,,,,,0.0,0.00000,,,,,
125,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE040,Upper respiratory infections,,,,,0.0,0.03173,,,,,
126,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE042,Maternal conditions,,,,,0.0,0.00000,,,,,
127,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE049,Neonatal conditions,,,,,23.8,23.77682,,,,,
128,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE050,Preterm birth complications,,,,,10.5,10.54274,,,,,
129,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE068,"Trachea, bronchus, lung cancers",,,,,28.6,28.63386,,,,,
130,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE069,Melanoma and other skin cancers,,,,,0.7,0.70630,,,,,
131,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE070,Breast cancer,,,,,0.0,0.00000,,,,,
132,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE071,Cervix uteri cancer,,,,,0.0,0.00000,,,,,
133,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE095,Alzheimer's disease and other dementias,,,,,1.9,1.88940,,,,,
134,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE096,Parkinson's disease,,,,,1.0,0.98788,,,,,
135,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE097,Epilepsy,,,,,2.5,2.46714,,,,,
136,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE098,Multiple sclerosis,,,,,0.1,0.05084,,,,,
137,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE101,Other neurological conditions,,,,,2.0,2.03748,,,,,
138,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE122,Peptic ulcer disease,,,,,17.0,17.04706,,,,,
139,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE123,Cirrhosis of the liver,,,,,25.9,25.89790,,,,,
140,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE124,Appendicitis,,,,,1.2,1.20229,,,,,
141,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,MLE,Male,,GHE125,Other digestive diseases,,,,,20.3,20.32704,,,,,
142,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE051,Birth asphyxia and birth trauma,,,,,5.2,5.17211,,,,,
143,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE052,Neonatal sepsis and infections,,,,,2.6,2.57995,,,,,
144,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE053,Other neonatal conditions,,,,,0.8,0.79523,,,,,
145,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE054,Nutritional deficiencies,,,,,9.4,9.39411,,,,,
146,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE072,Corpus uteri cancer,,,,,1.1,1.10524,,,,,
147,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE073,Ovary cancer,,,,,3.8,3.77677,,,,,
148,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE074,Prostate cancer,,,,,0.0,0.00000,,,,,
149,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012.0,2012,,WPR,2012,2012,Western Pacific,,PHL,Philippines,,,,,FMLE,Female,,GHE075,Bladder cancer,,,,,0.4,0.42279,,,,,
