index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
79,BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,PHL,2000,2000,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,119.7 [114.9-124.4],119.70000,114.9,124.4,,,
80,BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,119.7 [115.2-124.3],119.70000,115.2,124.3,,,
81,BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,119.8 [115.3-124.2],119.80000,115.3,124.2,,,
82,BP_05,Mean systolic blood pressure (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,119.8 [115.4-124.1],119.80000,115.4,124.1,,,
83,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4479,PUBLISHED,Published,,2013.0,2013,,,,,PHL,2013,2013,Philippines,,,,,,,,,,,Yes,,,,,,
84,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4479,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,,,,,,,,,,Yes,,,,,,
85,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.7 [18.9-31.0],24.70000,18.9,31.0,,,
86,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2010.0,2010,,WPR,Western Pacific,,PHL,2010,2010,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.4 [18.3-30.8],24.40000,18.3,30.8,,,
87,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.2 [16.7-32.3],24.20000,16.7,32.3,,,
88,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982.0,1982,,WPR,Western Pacific,,PHL,1982,1982,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,25.1 [17.1-34.2],25.10000,17.1,34.2,,,
89,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,PHL,1991,1991,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,25.3 [18.1-33.0],25.30000,18.1,33.0,,,
90,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.6 [18.9-30.7],24.60000,18.9,30.7,,,
91,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.1 [16.2-32.9],24.10000,16.2,32.9,,,
92,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,25.3 [14.6-37.4],25.30000,14.6,37.4,,,
93,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1981.0,1981,,WPR,Western Pacific,,PHL,1981,1981,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,25.2 [16.7-34.7],25.20000,16.7,34.7,,,
94,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,PHL,1990,1990,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,25.3 [18.1-32.9],25.30000,18.1,32.9,,,
95,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977.0,1977,,WPR,Western Pacific,,PHL,1977,1977,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,25.3 [15.1-36.7],25.30000,15.1,36.7,,,
96,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982.0,1982,,WPR,Western Pacific,,PHL,1982,1982,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.6 [14.7-29.7],21.60000,14.7,29.7,,,
97,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,PHL,1990,1990,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.9 [16.1-28.6],21.90000,16.1,28.6,,,
98,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,PHL,1998,1998,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.5 [16.3-27.2],21.50000,16.3,27.2,,,
99,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,PHL,2006,2006,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.1 [16.5-26.0],21.10000,16.5,26.0,,,
100,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1983.0,1983,,WPR,Western Pacific,,PHL,1983,1983,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.6 [14.8-29.4],21.60000,14.8,29.4,,,
101,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.8 [15.7-28.6],21.80000,15.7,28.6,,,
102,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1989.0,1989,,WPR,Western Pacific,,PHL,1989,1989,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.9 [15.9-28.6],21.90000,15.9,28.6,,,
103,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,PHL,1991,1991,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.9 [16.1-28.6],21.90000,16.1,28.6,,,
104,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.7 [15.5-28.8],21.70000,15.5,28.8,,,
105,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.8 [15.5-28.7],21.80000,15.5,28.7,,,
106,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.3 [16.4-26.6],21.30000,16.4,26.6,,,
107,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.1 [16.6-26.0],21.10000,16.6,26.0,,,
108,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.9 [14.8-27.7],20.90000,14.8,27.7,,,
109,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.0 [14.4-28.4],21.00000,14.4,28.4,,,
110,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.4 [13.6-27.7],20.40000,13.6,27.7,,,
111,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.4 [13.3-28.4],20.40000,13.3,28.4,,,
112,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.7 [10.9-30.1],19.70000,10.9,30.1,,,
113,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.2 [13.2-26.2],19.20000,13.2,26.2,,,
114,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.9 [14.7-25.8],19.90000,14.7,25.8,,,
115,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.2 [14.7-26.2],20.20000,14.7,26.2,,,
116,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1982.0,1982,,WPR,Western Pacific,,PHL,1982,1982,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.3 [12.7-27.1],19.30000,12.7,27.1,,,
117,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.3 [13.2-26.1],19.30000,13.2,26.1,,,
118,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.3 [13.3-26.1],19.30000,13.3,26.1,,,
119,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,PHL,1990,1990,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.5 [13.5-26.2],19.50000,13.5,26.2,,,
120,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1975.0,1975,,WPR,Western Pacific,,PHL,1975,1975,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.8 [10.6-30.7],19.80000,10.6,30.7,,,
121,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977.0,1977,,WPR,Western Pacific,,PHL,1977,1977,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.6 [11.3-29.4],19.60000,11.3,29.4,,,
122,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1983.0,1983,,WPR,Western Pacific,,PHL,1983,1983,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.2 [12.9-26.8],19.20000,12.9,26.8,,,
123,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.2 [13.1-26.3],19.20000,13.1,26.3,,,
124,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.8 [12.8-21.1],16.80000,12.8,21.1,,,
125,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.9 [12.8-21.3],16.90000,12.8,21.3,,,
126,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015.0,2015,,WPR,Western Pacific,,PHL,2015,2015,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,17.7 [11.9-24.5],17.70000,11.9,24.5,,,
127,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.4 [12.5-20.7],16.40000,12.5,20.7,,,
128,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.4 [12.6-20.7],16.40000,12.6,20.7,,,
129,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2006.0,2006,,WPR,Western Pacific,,PHL,2006,2006,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.6 [12.8-20.9],16.60000,12.8,20.9,,,
130,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,17.1 [12.7-22.1],17.10000,12.7,22.1,,,
131,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1978.0,1978,,WPR,Western Pacific,,PHL,1978,1978,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,15.9 [9.6-24.1],15.90000,9.6,24.1,,,
132,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1984.0,1984,,WPR,Western Pacific,,PHL,1984,1984,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,15.6 [10.5-21.8],15.60000,10.5,21.8,,,
133,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,PHL,1992,1992,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.0 [11.5-21.3],16.00000,11.5,21.3,,,
134,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2000.0,2000,,WPR,Western Pacific,,PHL,2000,2000,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.2 [12.1-20.8],16.20000,12.1,20.8,,,
135,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007.0,2007,,WPR,Western Pacific,,PHL,2007,2007,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.7 [12.8-20.9],16.70000,12.8,20.9,,,
136,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1975.0,1975,,WPR,Western Pacific,,PHL,1975,1975,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.2 [8.6-26.2],16.20000,8.6,26.2,,,
137,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1975.0,1975,,WPR,Western Pacific,,PHL,1975,1975,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.2 [114.1-131.7],123.20000,114.1,131.7,,,
138,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1976.0,1976,,WPR,Western Pacific,,PHL,1976,1976,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.2 [114.8-131.2],123.20000,114.8,131.2,,,
139,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1991.0,1991,,WPR,Western Pacific,,PHL,1991,1991,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.1 [118.1-128.0],123.10000,118.1,128.0,,,
140,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1997.0,1997,,WPR,Western Pacific,,PHL,1997,1997,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.3 [119.0-127.5],123.30000,119.0,127.5,,,
141,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,PHL,1998,1998,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.3 [119.1-127.4],123.30000,119.1,127.4,,,
142,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2014.0,2014,,WPR,Western Pacific,,PHL,2014,2014,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,125.6 [121.1-129.9],125.60000,121.1,129.9,,,
143,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.0 [117.8-128.3],123.00000,117.8,128.3,,,
144,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,PHL,1999,1999,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.4 [119.4-127.3],123.40000,119.4,127.3,,,
145,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1977.0,1977,,WPR,Western Pacific,,PHL,1977,1977,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.2 [115.2-130.7],123.20000,115.2,130.7,,,
146,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.0 [117.6-128.3],123.00000,117.6,128.3,,,
147,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,117.6 [111.9-123.0],117.60000,111.9,123.0,,,
148,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,117.3 [114.4-120.3],117.30000,114.4,120.3,,,
149,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,118.5 [115.8-121.2],118.50000,115.8,121.2,,,
150,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2011.0,2011,,WPR,Western Pacific,,PHL,2011,2011,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,119.0 [115.8-122.1],119.00000,115.8,122.1,,,
