index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
99,SA_0000001422,"Age-standardized DALYs, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,115,115.00000,,,,,
100,SA_0000001422,"Age-standardized DALYs, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,65,65.00000,,,,,
101,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,87,87.00000,,,,,
102,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,141,141.00000,,,,,
103,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,114,114.00000,,,,,
104,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,14,14.00000,,,,,
105,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,20,20.00000,,,,,
106,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,17,17.00000,,,,,
107,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,1631,1631.00000,,,,,
108,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,772,772.00000,,,,,
109,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,1194,1194.00000,,,,,
110,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,47.1,47.10000,,,,,
111,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,105.9,105.90000,,,,,
112,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,166.7,166.70000,,,,,
113,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,208,208.00000,,,,,
114,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,345,345.00000,,,,,
115,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,74,74.00000,,,,,
116,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,38,38.00000,,,,,
117,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,69,69.00000,,,,,
118,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,99,99.00000,,,,,
119,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,8,,,,,,
120,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,18,18.00000,,,,,
121,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,13,13.00000,,,,,
122,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,350,350.00000,,,,,
123,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,242,242.00000,,,,,
124,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,296,296.00000,,,,,
125,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,14,14.00000,,,,,
126,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,6,,,,,,
127,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,10,10.00000,,,,,
128,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,472,472.00000,,,,,
129,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,343,343.00000,,,,,
130,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,211,211.00000,,,,,
131,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,72,72.00000,,,,,
132,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,28,28.00000,,,,,
133,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,50,50.00000,,,,,
134,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,386,386.00000,,,,,
135,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,324,324.00000,,,,,
136,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,WPR,2004,2004,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,444,444.00000,,,,,
137,SA_0000001417,"Alcohol, patterns of drinking score",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/461,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,3- medium risky,,,,,,
138,SA_0000001402,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/463,,,,PUBLISHED,Published,,2006-2010,2006-2010,,WPR,2006,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,increase,,,,,,
139,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2003-2005,2003-2005,,WPR,2003,2005,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,4.4,4.40000,,,,,
140,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,,,,PUBLISHED,Published,,2008-2010,2008-2010,,WPR,2008,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,4.6,4.60000,,,,,
141,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2008-2010,2008-2010,,WPR,2008,2010,Western Pacific,,,,,PHL,Philippines,,MLE,Male,,,,,,,,9.2,9.20000,,,,,
142,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2008-2010,2008-2010,,WPR,2008,2010,Western Pacific,,,,,PHL,Philippines,,FMLE,Female,,,,,,,,1.7,1.70000,,,,,
143,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2003-2005,2003-2005,,WPR,2003,2005,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,6.4,6.40000,,,,,
144,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,,,,PUBLISHED,Published,,2008-2010,2008-2010,,WPR,2008,2010,Western Pacific,,,,,PHL,Philippines,,BTSX,Both sexes,,,,,,,,5.4,5.40000,,,,,
145,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,,,,PUBLISHED,Published,,2005,2005,,WPR,2005,2005,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,2.0,2.00000,,,,,
146,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0.9,0.90000,,,,,
147,SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2322,,,,PUBLISHED,Published,,2010,2010,,WPR,2010,2010,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,,,,,,,missing data
148,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,,,,PUBLISHED,Published,,2015,2015,,WPR,2015,2015,Western Pacific,,,,,PHL,Philippines,,,,,,,,,,,0.9,0.90000,,,,,
149,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1992,1992,,WPR,1992,1992,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.03,0.03000,,,,,
150,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1980,1980,,WPR,1980,1980,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.86,0.86000,,,,,
151,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1996,1996,,WPR,1996,1996,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.86,0.86000,,,,,
152,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1972,1972,,WPR,1972,1972,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
153,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1967,1967,,WPR,1967,1967,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,1.42,1.42000,,,,,
154,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1987,1987,,WPR,1987,1987,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.80,2.80000,,,,,
155,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1971,1971,,WPR,1971,1971,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,2.21,2.21000,,,,,
156,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1973,1973,,WPR,1973,1973,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
157,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1982,1982,,WPR,1982,1982,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,3.57,3.57000,,,,,
158,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1986,1986,,WPR,1986,1986,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,4.11,4.11000,,,,,
159,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1969,1969,,WPR,1969,1969,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
160,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1994,1994,,WPR,1994,1994,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
161,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1997,1997,,WPR,1997,1997,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
162,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1977,1977,,WPR,1977,1977,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
163,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1984,1984,,WPR,1984,1984,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,1.32,1.32000,,,,,
164,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1967,1967,,WPR,1967,1967,Western Pacific,,,,,PHL,Philippines,,,,,SA_TOTAL,All types,,,,,2.12,2.12000,,,,,
165,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1986,1986,,WPR,1986,1986,Western Pacific,,,,,PHL,Philippines,,,,,SA_SPIRITS,Spirits,,,,,2.81,2.81000,,,,,
166,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1975,1975,,WPR,1975,1975,Western Pacific,,,,,PHL,Philippines,,,,,SA_BEER,Beer,,,,,0.95,0.95000,,,,,
167,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1999,1999,,WPR,1999,1999,Western Pacific,,,,,PHL,Philippines,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.03,0.03000,,,,,
168,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHPHL,Data source,,PUBLISHED,Published,,1989,1989,,WPR,1989,1989,Western Pacific,,,,,PHL,Philippines,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
