index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
330,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.01 [0.01–0.01],0.01000,0.01,0.01,,,
331,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.02 [0.01–0.02],0.02000,0.01,0.02,,,
332,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.02 [0.02–0.02],0.02000,0.02,0.02,,,
333,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.03 [0.02–0.03],0.03000,0.02,0.03,,,
334,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.04 [0.03–0.05],0.04000,0.03,0.05,,,
335,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.05 [0.05–0.06],0.05000,0.05,0.06,,,
336,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.06 [0.05–0.06],0.06000,0.05,0.06,,,
337,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.06 [0.05–0.07],0.06000,0.05,0.07,,,
338,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.08 [0.06–0.09],0.08000,0.06,0.09,,,
339,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.09 [0.07–0.1],0.09000,0.07,0.1,,,
340,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08,0.12,,,
341,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.09–0.13],0.11000,0.09,0.13,,,
342,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.12 [0.1–0.14],0.12000,0.1,0.14,,,
343,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.13 [0.11–0.16],0.13000,0.11,0.16,,,
344,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,PHL,Philippines,,,,,BTSX,Both sexes,,,,,,,,0.14 [0.12–0.17],0.14000,0.12,0.17,,,
345,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,1990,1990,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
346,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,,1991,1991,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
347,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,1992,1992,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
348,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,1993,1993,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
349,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,1994,1994,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
350,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,1995,1995,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
351,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,,1996,1996,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
352,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,,1997,1997,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
353,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,,1998,1998,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
354,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,1999,1999,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
355,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
356,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
357,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.01 [<0.01–0.01],0.01000,,0.01,,,
358,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.01 [0.01–0.02],0.01000,0.01,0.02,,,
359,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.02 [0.02–0.02],0.02000,0.02,0.02,,,
360,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.02 [0.02–0.03],0.02000,0.02,0.03,,,
361,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.03 [0.02–0.03],0.03000,0.02,0.03,,,
362,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.04 [0.03–0.04],0.04000,0.03,0.04,,,
363,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.05 [0.04–0.06],0.05000,0.04,0.06,,,
364,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.08 [0.06–0.09],0.08000,0.06,0.09,,,
365,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.1 [0.08–0.12],0.10000,0.08,0.12,,,
366,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.1 [0.09–0.12],0.10000,0.09,0.12,,,
367,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.12 [0.1–0.14],0.12000,0.1,0.14,,,
368,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.14 [0.12–0.16],0.14000,0.12,0.16,,,
369,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.17 [0.14–0.19],0.17000,0.14,0.19,,,
370,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.19 [0.15–0.22],0.19000,0.15,0.22,,,
371,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.2 [0.17–0.23],0.20000,0.17,0.23,,,
372,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.23 [0.19–0.26],0.23000,0.19,0.26,,,
373,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.25 [0.21–0.29],0.25000,0.21,0.29,,,
374,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,PHL,Philippines,,,,,MLE,Male,,,,,,,,0.27 [0.22–0.31],0.27000,0.22,0.31,,,
375,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,,1990,1990,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
376,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,,1991,1991,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
377,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,,1992,1992,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
378,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,,1993,1993,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
379,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,,1994,1994,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
380,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,,1995,1995,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
381,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,,1996,1996,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
382,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,,1997,1997,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
383,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,,1998,1998,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
384,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,,1999,1999,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
385,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,,2000,2000,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
386,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,,2001,2001,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
387,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,,2002,2002,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
388,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,,2003,2003,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
389,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,,2004,2004,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
390,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,,2005,2005,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
391,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,,2006,2006,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
392,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,,2007,2007,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
393,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,,2008,2008,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
394,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,WPR,Western Pacific,,,2009,2009,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
395,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,,2010,2010,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
396,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,WPR,Western Pacific,,,2011,2011,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
397,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,WPR,Western Pacific,,,2012,2012,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–<0.01],,,,,,
398,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,WPR,Western Pacific,,,2013,2013,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,<0.01 [<0.01–0.01],,,0.01,,,
399,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,WPR,Western Pacific,,,2014,2014,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0.01 [<0.01–0.01],0.01000,,0.01,,,
400,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,,2015,2015,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0.01 [0.01–0.02],0.01000,0.01,0.02,,,
401,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,,2016,2016,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0.01 [0.01–0.02],0.01000,0.01,0.02,,,
402,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,WPR,Western Pacific,,,2017,2017,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0.02 [0.01–0.02],0.02000,0.01,0.02,,,
403,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,WPR,Western Pacific,,,2018,2018,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0.02 [0.01–0.02],0.02000,0.01,0.02,,,
404,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,,2019,2019,,,PHL,Philippines,,,,,FMLE,Female,,,,,,,,0.02 [0.02–0.02],0.02000,0.02,0.02,,,
